X,Y,Predicted,Number of 1's,A2,Z2,A1,Z1
"[1, 0, 1, 1, 1, 1, 1, 1, 0, 1]",1,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[12.86, 15.61, 13.62, 13.36]"
"[1, 0, 1, 1, 1, 1, 1, 1, 1, 0]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[13.19, 11.83, 14.69, 13.43]"
"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,9,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[12.91, 15.63, 13.79, 13.31]"
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,2,0.17,-1.58,"[0.62, 1.0, 0.69, 0.57]","[0.51, 5.61, 0.82, 0.29]"
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,3,0.34,-0.65,"[0.56, 1.0, 0.48, 0.54]","[0.23, 9.41, -0.08, 0.16]"
"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0]",0,0,3,0.16,-1.69,"[0.64, 1.0, 0.73, 0.56]","[0.55, 5.62, 0.99, 0.23]"
"[1, 1, 0, 0, 0, 0, 0, 0, 1, 1]",1,0,4,0.31,-0.79,"[0.57, 1.0, 0.52, 0.52]","[0.27, 9.43, 0.09, 0.1]"
"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,3,0.08,-2.49,"[0.98, 0.99, 0.57, 0.98]","[4.05, 4.56, 0.28, 4.08]"
"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1]",0,0,4,0.15,-1.73,"[0.98, 1.0, 0.35, 0.98]","[3.77, 8.37, -0.61, 3.95]"
"[1, 1, 0, 0, 0, 0, 0, 1, 1, 0]",0,0,4,0.07,-2.64,"[0.98, 0.99, 0.61, 0.98]","[4.1, 4.58, 0.45, 4.02]"
"[1, 1, 0, 0, 0, 0, 0, 1, 1, 1]",0,0,5,0.13,-1.87,"[0.98, 1.0, 0.39, 0.98]","[3.82, 8.39, -0.44, 3.9]"
"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",0,0,3,0.09,-2.29,"[0.52, 0.99, 0.99, 0.47]","[0.09, 5.21, 4.66, -0.1]"
"[1, 1, 0, 0, 0, 0, 1, 0, 0, 1]",0,0,4,0.11,-2.08,"[0.45, 1.0, 0.98, 0.44]","[-0.19, 9.01, 3.77, -0.23]"
"[1, 1, 0, 0, 0, 0, 1, 0, 1, 0]",0,0,4,0.09,-2.28,"[0.53, 0.99, 0.99, 0.46]","[0.13, 5.23, 4.83, -0.16]"
"[1, 1, 0, 0, 0, 0, 1, 0, 1, 1]",0,0,5,0.11,-2.08,"[0.46, 1.0, 0.98, 0.43]","[-0.15, 9.03, 3.94, -0.29]"
"[1, 1, 0, 0, 0, 0, 1, 1, 0, 0]",0,0,4,0.02,-3.93,"[0.97, 0.98, 0.98, 0.98]","[3.63, 4.16, 4.13, 3.69]"
"[1, 1, 0, 0, 0, 0, 1, 1, 0, 1]",0,0,5,0.02,-3.89,"[0.97, 1.0, 0.96, 0.97]","[3.35, 7.97, 3.23, 3.56]"
"[1, 1, 0, 0, 0, 0, 1, 1, 1, 0]",0,0,5,0.02,-3.94,"[0.98, 0.98, 0.99, 0.97]","[3.68, 4.18, 4.3, 3.63]"
"[1, 1, 0, 0, 0, 0, 1, 1, 1, 1]",0,0,6,0.02,-3.91,"[0.97, 1.0, 0.97, 0.97]","[3.4, 7.99, 3.4, 3.51]"
"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,3,0.02,-4.0,"[0.98, 1.0, 0.99, 0.97]","[3.83, 10.04, 4.32, 3.57]"
"[1, 1, 0, 0, 0, 1, 0, 0, 0, 1]",0,0,4,0.02,-3.92,"[0.97, 1.0, 0.97, 0.97]","[3.54, 13.84, 3.43, 3.44]"
"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]",0,0,4,0.02,-4.01,"[0.98, 1.0, 0.99, 0.97]","[3.87, 10.05, 4.49, 3.51]"
"[1, 1, 0, 0, 0, 1, 0, 0, 1, 1]",0,0,5,0.02,-3.93,"[0.97, 1.0, 0.97, 0.97]","[3.59, 13.86, 3.6, 3.38]"
"[1, 1, 0, 0, 0, 1, 0, 1, 0, 0]",0,0,4,0.02,-4.05,"[1.0, 1.0, 0.98, 1.0]","[7.37, 8.99, 3.79, 7.37]"
"[1, 1, 0, 0, 0, 1, 0, 1, 0, 1]",0,0,5,0.02,-3.94,"[1.0, 1.0, 0.95, 1.0]","[7.09, 12.8, 2.89, 7.24]"
"[1, 1, 0, 0, 0, 1, 0, 1, 1, 0]",0,0,5,0.02,-4.07,"[1.0, 1.0, 0.98, 1.0]","[7.42, 9.01, 3.96, 7.31]"
"[1, 1, 0, 0, 0, 1, 0, 1, 1, 1]",0,0,6,0.02,-3.97,"[1.0, 1.0, 0.96, 1.0]","[7.13, 12.82, 3.06, 7.18]"
"[1, 1, 0, 0, 0, 1, 1, 0, 0, 0]",0,0,4,0.02,-4.01,"[0.97, 1.0, 1.0, 0.96]","[3.4, 9.64, 8.17, 3.18]"
"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1]",0,0,5,0.02,-3.98,"[0.96, 1.0, 1.0, 0.95]","[3.12, 13.44, 7.27, 3.05]"
"[1, 1, 0, 0, 0, 1, 1, 0, 1, 0]",0,0,5,0.02,-4.0,"[0.97, 1.0, 1.0, 0.96]","[3.45, 9.66, 8.34, 3.12]"
"[1, 1, 0, 0, 0, 1, 1, 0, 1, 1]",0,0,6,0.02,-3.98,"[0.96, 1.0, 1.0, 0.95]","[3.17, 13.46, 7.45, 2.99]"
"[1, 1, 0, 0, 0, 1, 1, 1, 0, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.95, 8.59, 7.64, 6.98]"
"[1, 1, 0, 0, 0, 1, 1, 1, 0, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.67, 12.4, 6.74, 6.85]"
"[1, 1, 0, 0, 0, 1, 1, 1, 1, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.99, 8.61, 7.81, 6.92]"
"[1, 1, 0, 0, 0, 1, 1, 1, 1, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.71, 12.42, 6.91, 6.79]"
"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,3,0.02,-4.0,"[0.98, 1.0, 0.99, 0.97]","[3.77, 10.08, 4.3, 3.51]"
"[1, 1, 0, 0, 1, 0, 0, 0, 0, 1]",0,0,4,0.02,-3.91,"[0.97, 1.0, 0.97, 0.97]","[3.49, 13.89, 3.4, 3.38]"
"[1, 1, 0, 0, 1, 0, 0, 0, 1, 0]",0,0,4,0.02,-4.0,"[0.98, 1.0, 0.99, 0.97]","[3.81, 10.1, 4.47, 3.45]"
"[1, 1, 0, 0, 1, 0, 0, 0, 1, 1]",0,0,5,0.02,-3.92,"[0.97, 1.0, 0.97, 0.97]","[3.53, 13.91, 3.58, 3.33]"
"[1, 1, 0, 0, 1, 0, 0, 1, 0, 0]",0,0,4,0.02,-4.05,"[1.0, 1.0, 0.98, 1.0]","[7.31, 9.04, 3.77, 7.31]"
"[1, 1, 0, 0, 1, 0, 0, 1, 0, 1]",0,0,5,0.02,-3.94,"[1.0, 1.0, 0.95, 1.0]","[7.03, 12.85, 2.87, 7.18]"
"[1, 1, 0, 0, 1, 0, 0, 1, 1, 0]",0,0,5,0.02,-4.06,"[1.0, 1.0, 0.98, 1.0]","[7.36, 9.06, 3.94, 7.25]"
"[1, 1, 0, 0, 1, 0, 0, 1, 1, 1]",0,0,6,0.02,-3.97,"[1.0, 1.0, 0.95, 1.0]","[7.08, 12.87, 3.04, 7.12]"
"[1, 1, 0, 0, 1, 0, 1, 0, 0, 0]",0,0,4,0.02,-4.0,"[0.97, 1.0, 1.0, 0.96]","[3.35, 9.69, 8.15, 3.12]"
"[1, 1, 0, 0, 1, 0, 1, 0, 0, 1]",0,0,5,0.02,-3.97,"[0.96, 1.0, 1.0, 0.95]","[3.06, 13.49, 7.25, 2.99]"
"[1, 1, 0, 0, 1, 0, 1, 0, 1, 0]",0,0,5,0.02,-4.0,"[0.97, 1.0, 1.0, 0.96]","[3.39, 9.7, 8.32, 3.06]"
"[1, 1, 0, 0, 1, 0, 1, 0, 1, 1]",0,0,6,0.02,-3.97,"[0.96, 1.0, 1.0, 0.95]","[3.11, 13.51, 7.42, 2.93]"
"[1, 1, 0, 0, 1, 0, 1, 1, 0, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.89, 8.64, 7.61, 6.92]"
"[1, 1, 0, 0, 1, 0, 1, 1, 0, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.61, 12.45, 6.72, 6.79]"
"[1, 1, 0, 0, 1, 0, 1, 1, 1, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.94, 8.66, 7.79, 6.86]"
"[1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.65, 12.47, 6.89, 6.73]"
"[1, 1, 0, 0, 1, 1, 0, 0, 0, 0]",0,0,4,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[7.09, 14.51, 7.81, 6.8]"
"[1, 1, 0, 0, 1, 1, 0, 0, 0, 1]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.8, 18.32, 6.91, 6.67]"
"[1, 1, 0, 0, 1, 1, 0, 0, 1, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[7.13, 14.53, 7.98, 6.74]"
"[1, 1, 0, 0, 1, 1, 0, 0, 1, 1]",1,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.85, 18.34, 7.08, 6.61]"
"[1, 1, 0, 0, 1, 1, 0, 1, 0, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.63, 13.47, 7.27, 10.6]"
"[1, 1, 0, 0, 1, 1, 0, 1, 0, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.35, 17.28, 6.38, 10.47]"
"[1, 1, 0, 0, 1, 1, 0, 1, 1, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.67, 13.49, 7.45, 10.54]"
"[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.39, 17.3, 6.55, 10.41]"
"[1, 1, 0, 0, 1, 1, 1, 0, 0, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.66, 14.11, 11.66, 6.41]"
"[1, 1, 0, 0, 1, 1, 1, 0, 0, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.38, 17.92, 10.76, 6.28]"
"[1, 1, 0, 0, 1, 1, 1, 0, 1, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.71, 14.13, 11.83, 6.35]"
"[1, 1, 0, 0, 1, 1, 1, 0, 1, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.43, 17.94, 10.93, 6.22]"
"[1, 1, 0, 0, 1, 1, 1, 1, 0, 0]",0,0,6,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[10.21, 13.07, 11.12, 10.21]"
"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.93, 16.88, 10.23, 10.08]"
"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[10.25, 13.09, 11.29, 10.15]"
"[1, 1, 0, 0, 1, 1, 1, 1, 1, 1]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.97, 16.9, 10.4, 10.02]"
"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",0,0,3,0.1,-2.2,"[0.5, 0.99, 0.99, 0.45]","[0.01, 5.11, 4.77, -0.22]"
"[1, 1, 0, 1, 0, 0, 0, 0, 0, 1]",0,0,4,0.12,-2.0,"[0.43, 1.0, 0.98, 0.41]","[-0.27, 8.92, 3.87, -0.35]"
"[1, 1, 0, 1, 0, 0, 0, 0, 1, 0]",0,0,4,0.1,-2.19,"[0.51, 0.99, 0.99, 0.43]","[0.05, 5.13, 4.94, -0.28]"
"[1, 1, 0, 1, 0, 0, 0, 0, 1, 1]",0,0,5,0.12,-2.0,"[0.44, 1.0, 0.98, 0.4]","[-0.23, 8.94, 4.04, -0.41]"
"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0]",0,0,4,0.02,-3.93,"[0.97, 0.98, 0.99, 0.97]","[3.55, 4.07, 4.23, 3.58]"
"[1, 1, 0, 1, 0, 0, 0, 1, 0, 1]",0,0,5,0.02,-3.89,"[0.96, 1.0, 0.97, 0.97]","[3.27, 7.88, 3.34, 3.45]"
"[1, 1, 0, 1, 0, 0, 0, 1, 1, 0]",0,0,5,0.02,-3.93,"[0.97, 0.98, 0.99, 0.97]","[3.6, 4.09, 4.4, 3.52]"
"[1, 1, 0, 1, 0, 0, 0, 1, 1, 1]",0,0,6,0.02,-3.91,"[0.96, 1.0, 0.97, 0.97]","[3.32, 7.9, 3.51, 3.39]"
"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0]",0,0,4,0.13,-1.87,"[0.4, 0.99, 1.0, 0.35]","[-0.41, 4.71, 8.61, -0.61]"
"[1, 1, 0, 1, 0, 0, 1, 0, 0, 1]",0,0,5,0.15,-1.74,"[0.33, 1.0, 1.0, 0.32]","[-0.69, 8.52, 7.72, -0.74]"
"[1, 1, 0, 1, 0, 0, 1, 0, 1, 0]",0,0,5,0.13,-1.86,"[0.41, 0.99, 1.0, 0.34]","[-0.37, 4.73, 8.79, -0.67]"
"[1, 1, 0, 1, 0, 0, 1, 0, 1, 1]",1,0,6,0.15,-1.73,"[0.34, 1.0, 1.0, 0.31]","[-0.65, 8.54, 7.89, -0.8]"
"[1, 1, 0, 1, 0, 0, 1, 1, 0, 0]",0,0,5,0.02,-3.9,"[0.96, 0.98, 1.0, 0.96]","[3.13, 3.67, 8.08, 3.19]"
"[1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",0,0,6,0.02,-3.96,"[0.95, 1.0, 1.0, 0.96]","[2.85, 7.48, 7.18, 3.06]"
"[1, 1, 0, 1, 0, 0, 1, 1, 1, 0]",0,0,6,0.02,-3.9,"[0.96, 0.98, 1.0, 0.96]","[3.18, 3.69, 8.25, 3.13]"
"[1, 1, 0, 1, 0, 0, 1, 1, 1, 1]",0,0,7,0.02,-3.95,"[0.95, 1.0, 1.0, 0.95]","[2.89, 7.5, 7.36, 3.0]"
"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,4,0.02,-3.99,"[0.97, 1.0, 1.0, 0.96]","[3.33, 9.54, 8.27, 3.07]"
"[1, 1, 0, 1, 0, 1, 0, 0, 0, 1]",0,0,5,0.02,-3.96,"[0.95, 1.0, 1.0, 0.95]","[3.04, 13.35, 7.38, 2.94]"
"[1, 1, 0, 1, 0, 1, 0, 0, 1, 0]",0,0,5,0.02,-3.99,"[0.97, 1.0, 1.0, 0.95]","[3.37, 9.56, 8.45, 3.01]"
"[1, 1, 0, 1, 0, 1, 0, 0, 1, 1]",0,0,6,0.02,-3.96,"[0.96, 1.0, 1.0, 0.95]","[3.09, 13.37, 7.55, 2.88]"
"[1, 1, 0, 1, 0, 1, 0, 1, 0, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.87, 8.5, 7.74, 6.86]"
"[1, 1, 0, 1, 0, 1, 0, 1, 0, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.59, 12.31, 6.84, 6.73]"
"[1, 1, 0, 1, 0, 1, 0, 1, 1, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.91, 8.52, 7.91, 6.8]"
"[1, 1, 0, 1, 0, 1, 0, 1, 1, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.63, 12.33, 7.02, 6.67]"
"[1, 1, 0, 1, 0, 1, 1, 0, 0, 0]",0,0,5,0.02,-3.93,"[0.95, 1.0, 1.0, 0.94]","[2.9, 9.14, 12.12, 2.68]"
"[1, 1, 0, 1, 0, 1, 1, 0, 0, 1]",0,0,6,0.02,-3.89,"[0.93, 1.0, 1.0, 0.93]","[2.62, 12.95, 11.23, 2.55]"
"[1, 1, 0, 1, 0, 1, 1, 0, 1, 0]",0,0,6,0.02,-3.92,"[0.95, 1.0, 1.0, 0.93]","[2.95, 9.16, 12.29, 2.62]"
"[1, 1, 0, 1, 0, 1, 1, 0, 1, 1]",0,0,7,0.02,-3.88,"[0.94, 1.0, 1.0, 0.92]","[2.67, 12.97, 11.4, 2.49]"
"[1, 1, 0, 1, 0, 1, 1, 1, 0, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.45, 8.1, 11.59, 6.47]"
"[1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.17, 11.91, 10.69, 6.34]"
"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.49, 8.12, 11.76, 6.41]"
"[1, 1, 0, 1, 0, 1, 1, 1, 1, 1]",0,0,8,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.21, 11.93, 10.86, 6.28]"
"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0]",0,0,4,0.02,-3.98,"[0.96, 1.0, 1.0, 0.95]","[3.27, 9.59, 8.25, 3.01]"
"[1, 1, 0, 1, 1, 0, 0, 0, 0, 1]",0,0,5,0.02,-3.95,"[0.95, 1.0, 1.0, 0.95]","[2.99, 13.4, 7.36, 2.88]"
"[1, 1, 0, 1, 1, 0, 0, 0, 1, 0]",0,0,5,0.02,-3.98,"[0.96, 1.0, 1.0, 0.95]","[3.31, 9.61, 8.42, 2.95]"
"[1, 1, 0, 1, 1, 0, 0, 0, 1, 1]",0,0,6,0.02,-3.95,"[0.95, 1.0, 1.0, 0.94]","[3.03, 13.42, 7.53, 2.82]"
"[1, 1, 0, 1, 1, 0, 0, 1, 0, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.81, 8.55, 7.72, 6.8]"
"[1, 1, 0, 1, 1, 0, 0, 1, 0, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.53, 12.35, 6.82, 6.67]"
"[1, 1, 0, 1, 1, 0, 0, 1, 1, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.86, 8.57, 7.89, 6.74]"
"[1, 1, 0, 1, 1, 0, 0, 1, 1, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.57, 12.37, 6.99, 6.62]"
"[1, 1, 0, 1, 1, 0, 1, 0, 0, 0]",0,0,5,0.02,-3.91,"[0.95, 1.0, 1.0, 0.93]","[2.85, 9.19, 12.1, 2.62]"
"[1, 1, 0, 1, 1, 0, 1, 0, 0, 1]",0,0,6,0.02,-3.87,"[0.93, 1.0, 1.0, 0.92]","[2.56, 13.0, 11.2, 2.49]"
"[1, 1, 0, 1, 1, 0, 1, 0, 1, 0]",0,0,6,0.02,-3.91,"[0.95, 1.0, 1.0, 0.93]","[2.89, 9.21, 12.27, 2.56]"
"[1, 1, 0, 1, 1, 0, 1, 0, 1, 1]",0,0,7,0.02,-3.87,"[0.93, 1.0, 1.0, 0.92]","[2.61, 13.02, 11.37, 2.43]"
"[1, 1, 0, 1, 1, 0, 1, 1, 0, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.39, 8.15, 11.57, 6.41]"
"[1, 1, 0, 1, 1, 0, 1, 1, 0, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.11, 11.96, 10.67, 6.28]"
"[1, 1, 0, 1, 1, 0, 1, 1, 1, 0]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.43, 8.17, 11.74, 6.35]"
"[1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",0,0,8,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.15, 11.98, 10.84, 6.22]"
"[1, 1, 0, 1, 1, 1, 0, 0, 0, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.58, 14.02, 11.76, 6.29]"
"[1, 1, 0, 1, 1, 1, 0, 0, 0, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.3, 17.83, 10.86, 6.16]"
"[1, 1, 0, 1, 1, 1, 0, 0, 1, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.63, 14.04, 11.93, 6.23]"
"[1, 1, 0, 1, 1, 1, 0, 0, 1, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.35, 17.85, 11.03, 6.1]"
"[1, 1, 0, 1, 1, 1, 0, 1, 0, 0]",0,0,6,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[10.13, 12.98, 11.23, 10.09]"
"[1, 1, 0, 1, 1, 1, 0, 1, 0, 1]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.85, 16.78, 10.33, 9.96]"
"[1, 1, 0, 1, 1, 1, 0, 1, 1, 0]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[10.17, 13.0, 11.4, 10.03]"
"[1, 1, 0, 1, 1, 1, 0, 1, 1, 1]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.89, 16.8, 10.5, 9.9]"
"[1, 1, 0, 1, 1, 1, 1, 0, 0, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.16, 13.62, 15.61, 5.9]"
"[1, 1, 0, 1, 1, 1, 1, 0, 0, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[5.88, 17.43, 14.71, 5.77]"
"[1, 1, 0, 1, 1, 1, 1, 0, 1, 0]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.21, 13.64, 15.78, 5.84]"
"[1, 1, 0, 1, 1, 1, 1, 0, 1, 1]",1,0,8,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[5.93, 17.45, 14.88, 5.71]"
"[1, 1, 0, 1, 1, 1, 1, 1, 0, 0]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.71, 12.58, 15.07, 9.7]"
"[1, 1, 0, 1, 1, 1, 1, 1, 0, 1]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.42, 16.39, 14.18, 9.57]"
"[1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.75, 12.6, 15.25, 9.64]"
"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",0,0,9,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.47, 16.41, 14.35, 9.51]"
"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,3,0.07,-2.61,"[0.98, 0.99, 0.6, 0.98]","[4.07, 4.67, 0.41, 4.1]"
"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",0,0,4,0.14,-1.83,"[0.98, 1.0, 0.38, 0.98]","[3.78, 8.48, -0.49, 3.97]"
"[1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",0,0,4,0.06,-2.75,"[0.98, 0.99, 0.64, 0.98]","[4.11, 4.69, 0.58, 4.04]"
"[1, 1, 1, 0, 0, 0, 0, 0, 1, 1]",0,0,5,0.12,-1.98,"[0.98, 1.0, 0.42, 0.98]","[3.83, 8.5, -0.31, 3.91]"
"[1, 1, 1, 0, 0, 0, 0, 1, 0, 0]",0,0,4,0.11,-2.13,"[1.0, 0.97, 0.47, 1.0]","[7.61, 3.63, -0.12, 7.89]"
"[1, 1, 1, 0, 0, 0, 0, 1, 0, 1]",0,0,5,0.18,-1.49,"[1.0, 1.0, 0.27, 1.0]","[7.33, 7.44, -1.02, 7.76]"
"[1, 1, 1, 0, 0, 0, 0, 1, 1, 0]",0,0,5,0.09,-2.29,"[1.0, 0.97, 0.51, 1.0]","[7.65, 3.65, 0.05, 7.83]"
"[1, 1, 1, 0, 0, 0, 0, 1, 1, 1]",1,0,6,0.17,-1.61,"[1.0, 1.0, 0.3, 1.0]","[7.37, 7.45, -0.85, 7.7]"
"[1, 1, 1, 0, 0, 0, 1, 0, 0, 0]",0,0,4,0.02,-3.95,"[0.97, 0.99, 0.99, 0.98]","[3.64, 4.27, 4.26, 3.71]"
"[1, 1, 1, 0, 0, 0, 1, 0, 0, 1]",0,0,5,0.02,-3.91,"[0.97, 1.0, 0.97, 0.97]","[3.36, 8.08, 3.36, 3.58]"
"[1, 1, 1, 0, 0, 0, 1, 0, 1, 0]",0,0,5,0.02,-3.96,"[0.98, 0.99, 0.99, 0.97]","[3.69, 4.29, 4.43, 3.65]"
"[1, 1, 1, 0, 0, 0, 1, 0, 1, 1]",0,0,6,0.02,-3.92,"[0.97, 1.0, 0.97, 0.97]","[3.41, 8.1, 3.53, 3.52]"
"[1, 1, 1, 0, 0, 0, 1, 1, 0, 0]",0,0,5,0.02,-3.91,"[1.0, 0.96, 0.98, 1.0]","[7.19, 3.23, 3.73, 7.5]"
"[1, 1, 1, 0, 0, 0, 1, 1, 0, 1]",0,0,6,0.02,-3.93,"[1.0, 1.0, 0.94, 1.0]","[6.91, 7.04, 2.83, 7.37]"
"[1, 1, 1, 0, 0, 0, 1, 1, 1, 0]",0,0,6,0.02,-3.92,"[1.0, 0.96, 0.98, 1.0]","[7.23, 3.25, 3.9, 7.44]"
"[1, 1, 1, 0, 0, 0, 1, 1, 1, 1]",0,0,7,0.02,-3.96,"[1.0, 1.0, 0.95, 1.0]","[6.95, 7.06, 3.0, 7.31]"
"[1, 1, 1, 0, 0, 1, 0, 0, 0, 0]",0,0,4,0.02,-4.06,"[1.0, 1.0, 0.98, 1.0]","[7.38, 9.1, 3.92, 7.38]"
"[1, 1, 1, 0, 0, 1, 0, 0, 0, 1]",0,0,5,0.02,-3.97,"[1.0, 1.0, 0.95, 1.0]","[7.1, 12.91, 3.02, 7.25]"
"[1, 1, 1, 0, 0, 1, 0, 0, 1, 0]",0,0,5,0.02,-4.07,"[1.0, 1.0, 0.98, 1.0]","[7.43, 9.12, 4.09, 7.32]"
"[1, 1, 1, 0, 0, 1, 0, 0, 1, 1]",0,0,6,0.02,-3.99,"[1.0, 1.0, 0.96, 1.0]","[7.15, 12.93, 3.19, 7.19]"
"[1, 1, 1, 0, 0, 1, 0, 1, 0, 0]",0,0,5,0.02,-4.02,"[1.0, 1.0, 0.97, 1.0]","[10.93, 8.06, 3.39, 11.18]"
"[1, 1, 1, 0, 0, 1, 0, 1, 0, 1]",0,0,6,0.02,-3.86,"[1.0, 1.0, 0.92, 1.0]","[10.64, 11.87, 2.49, 11.05]"
