X,Y,Predicted,A2,Z2,A1,Z1
"[1, 1, 1, 1, 1, 0, 0, 0, 1, 1]",[0],0,0.03,-3.58,"[0.86, 0.61]","[1.8, 0.43]"
"[1, 1, 1, 1, 1, 0, 0, 1, 0, 0]",[0],0,0.03,-3.62,"[0.87, 0.63]","[1.93, 0.52]"
"[1, 1, 1, 1, 1, 0, 0, 1, 0, 1]",[0],0,0.02,-3.72,"[0.92, 0.64]","[2.43, 0.59]"
"[1, 1, 1, 1, 1, 0, 0, 1, 1, 0]",[0],0,0.03,-3.58,"[0.86, 0.6]","[1.84, 0.42]"
"[1, 1, 1, 1, 1, 0, 0, 1, 1, 1]",[0],0,0.02,-3.68,"[0.91, 0.62]","[2.34, 0.5]"
"[1, 1, 1, 1, 1, 0, 1, 0, 0, 0]",[0],0,0.03,-3.33,"[0.75, 0.55]","[1.09, 0.2]"
"[1, 1, 1, 1, 1, 0, 1, 0, 0, 1]",[0],0,0.03,-3.48,"[0.83, 0.57]","[1.59, 0.28]"
"[1, 1, 1, 1, 1, 0, 1, 0, 1, 0]",[0],0,0.04,-3.28,"[0.73, 0.53]","[1.0, 0.11]"
"[1, 1, 1, 1, 1, 0, 1, 0, 1, 1]",[0],0,0.03,-3.43,"[0.82, 0.55]","[1.5, 0.18]"
"[1, 1, 1, 1, 1, 0, 1, 1, 0, 0]",[0],0,0.03,-3.49,"[0.84, 0.57]","[1.63, 0.26]"
"[1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",[0],0,0.03,-3.6,"[0.89, 0.58]","[2.13, 0.34]"
"[1, 1, 1, 1, 1, 0, 1, 1, 1, 0]",[0],0,0.03,-3.44,"[0.82, 0.54]","[1.54, 0.17]"
"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",[0],0,0.03,-3.56,"[0.88, 0.56]","[2.04, 0.25]"
"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",[0],0,0.04,-3.11,"[0.66, 0.48]","[0.65, -0.07]"
"[1, 1, 1, 1, 1, 1, 0, 0, 0, 1]",[0],0,0.04,-3.29,"[0.76, 0.5]","[1.15, 0.01]"
"[1, 1, 1, 1, 1, 1, 0, 0, 1, 0]",[0],0,0.05,-3.05,"[0.64, 0.46]","[0.56, -0.16]"
"[1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",[0],0,0.04,-3.23,"[0.74, 0.48]","[1.06, -0.08]"
"[1, 1, 1, 1, 1, 1, 0, 1, 0, 0]",[0],0,0.04,-3.3,"[0.77, 0.5]","[1.19, -0.0]"
"[1, 1, 1, 1, 1, 1, 0, 1, 0, 1]",[0],0,0.03,-3.44,"[0.84, 0.52]","[1.69, 0.07]"
"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",[0],0,0.04,-3.24,"[0.75, 0.48]","[1.1, -0.1]"
"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",[0],0,0.03,-3.39,"[0.83, 0.49]","[1.6, -0.02]"
"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0],0,0.05,-2.92,"[0.59, 0.42]","[0.35, -0.32]"
"[1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",[0],0,0.04,-3.12,"[0.7, 0.44]","[0.85, -0.24]"
"[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",[0],0,0.05,-2.86,"[0.56, 0.4]","[0.26, -0.41]"
"[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",[0],0,0.04,-3.06,"[0.68, 0.42]","[0.76, -0.34]"
"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0],0,0.04,-3.13,"[0.71, 0.44]","[0.89, -0.26]"
"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",[0],0,0.04,-3.29,"[0.8, 0.46]","[1.39, -0.18]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0],0,0.04,-3.07,"[0.69, 0.41]","[0.8, -0.35]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[1],0,0.04,-3.24,"[0.79, 0.43]","[1.3, -0.27]"
